Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2002-02-13 00:00:00-05:00,1.620128204072825,1.6933496532784904,1.6032956390403943,1.6916663646697998,76216000,0.0,0.0
2002-02-14 00:00:00-05:00,1.7127069779419912,1.716073394607065,1.6706257262015356,1.683250069618225,11021600,0.0,0.0
2002-02-15 00:00:00-05:00,1.6832501767652153,1.6874582379962297,1.6580014883246355,1.67483389377594,8389600,0.0,0.0
2002-02-19 00:00:00-05:00,1.6664176722436537,1.6664176722436537,1.5780470989152977,1.6075040102005005,7410400,0.0,0.0
2002-02-20 00:00:00-05:00,1.6159196167845489,1.6622089147567751,1.6032951168583192,1.662208914756775,6892800,0.0,0.0
2002-02-21 00:00:00-05:00,1.6563182533334786,1.6706258867210497,1.6411689755669618,1.6580015420913696,6976800,0.0,0.0
2002-02-22 00:00:00-05:00,1.670626067778491,1.670626067778491,1.615920461436213,1.628544807434082,3525600,0.0,0.0
2002-02-25 00:00:00-05:00,1.624336267719021,1.653793176310244,1.6058205745749103,1.6411688327789307,3453600,0.0,0.0
2002-02-26 00:00:00-05:00,1.6327525502489757,1.6580013978388402,1.6066622188806294,1.6411688327789307,2761600,0.0,0.0
2002-02-27 00:00:00-05:00,1.628544785452402,1.6293864299112022,1.5990878715034638,1.6117122173309326,4091200,0.0,0.0
2002-02-28 00:00:00-05:00,1.6159202935001657,1.636960921485703,1.6075040102005005,1.6075040102005005,2751200,0.0,0.0
2002-03-01 00:00:00-05:00,1.6032956675477572,1.6453769203498214,1.5974043178398265,1.63022780418396,1913600,0.0,0.0
2002-03-04 00:00:00-05:00,1.6369609141994854,1.6672593092052677,1.634435981062649,1.6580015420913696,3180800,0.0,0.0
2002-03-05 00:00:00-05:00,1.649585426531279,1.6537934883265604,1.6125538727291868,1.6201285123825073,3444800,0.0,0.0
2002-03-06 00:00:00-05:00,1.619286878789586,1.6352778026680965,1.615920461436213,1.628544807434082,1316800,0.0,0.0
2002-03-07 00:00:00-05:00,1.6285449625885775,1.7337481234724998,1.6285449625885775,1.7185988426208496,2700800,0.0,0.0
2002-03-08 00:00:00-05:00,1.7084991784165255,1.7674130096145888,1.7084991784165255,1.7589967250823975,1600800,0.0,0.0
2002-03-11 00:00:00-05:00,1.750580550910369,1.8010781007597094,1.7463724886426264,1.781720757484436,5462400,0.0,0.0
2002-03-12 00:00:00-05:00,1.767412214282334,1.8431584199318505,1.767412214282334,1.7842447757720947,5819200,0.0,0.0
2002-03-13 00:00:00-05:00,1.784245414753809,1.8094941055034175,1.737955934343179,1.7690961360931396,5063200,0.0,0.0
2002-03-14 00:00:00-05:00,1.7690965478015337,1.7842458299877806,1.753947265615287,1.7674132585525513,1696800,0.0,0.0
2002-03-15 00:00:00-05:00,1.7674128859533946,1.7758291698967208,1.6748340836313353,1.712707281112671,1708000,0.0,0.0
2002-03-18 00:00:00-05:00,1.716915154027078,1.716915154027078,1.6032957346040349,1.6243363618850708,2207200,0.0,0.0
2002-03-19 00:00:00-05:00,1.636961325579275,1.6411693880042668,1.5654231406633743,1.5738394260406494,3229600,0.0,0.0
2002-03-20 00:00:00-05:00,1.5612148725803787,1.5612148725803787,1.430763014849164,1.5166088342666626,9236000,0.0,0.0
2002-03-21 00:00:00-05:00,1.5166085589071978,1.6201284138361614,1.5166085589071978,1.5780471563339233,4427200,0.0,0.0
2002-03-22 00:00:00-05:00,1.5780470460776905,1.6487435665841508,1.5578480631511658,1.6243363618850708,2494400,0.0,0.0
2002-03-25 00:00:00-05:00,1.6411693170705097,1.6672596561378372,1.614237333449103,1.6596850156784058,7571200,0.0,0.0
2002-03-26 00:00:00-05:00,1.6832500037707845,1.6916662858950844,1.6647343115191087,1.6815667152404785,1816800,0.0,0.0
2002-03-27 00:00:00-05:00,1.6815671256525602,1.7674129353233832,1.674834130415276,1.733747959136963,1369600,0.0,0.0
2002-03-28 00:00:00-05:00,1.7253311049695117,1.733747386367489,1.691666139904818,1.7000824213027954,1714400,0.0,0.0
2002-04-01 00:00:00-05:00,1.6874579393872435,1.6874579393872435,1.5990873849558345,1.6032954454421997,1880000,0.0,0.0
2002-04-02 00:00:00-05:00,1.5990882868120344,1.5990882868120344,1.5443826670002423,1.5687897205352783,2098400,0.0,0.0
